0.719135,0.747510
1.151415,1.166544
1.167306,1.177713
1.200550,1.212034
1.233988,1.242941
1.267071,1.278197
1.300708,1.321476
1.334225,1.350133
1.367016,1.380205
1.407660,1.420379
1.451487,1.463887
1.466945,1.477750
1.500467,1.515075
1.534007,1.546996
1.567001,1.580588
1.600306,1.613438
1.633744,1.646066
1.667369,1.680916
1.700420,1.714747
1.734357,1.745380
1.767043,1.780509
1.801000,1.815485
1.834028,1.847464
1.867085,1.881466
1.900963,1.915088
1.934001,1.948108
1.967132,1.981235
2.000993,2.015588
2.034444,2.047418
2.066959,2.080930
2.100944,2.114393
2.134714,2.148324
2.167444,2.180372
2.201056,2.214418
2.234011,2.247193
2.267932,2.280735
2.300907,2.313878
2.333955,2.348079
2.367044,2.380902
2.401230,2.415388
2.433642,2.447192
2.467695,2.481413
2.500198,2.514016
2.533988,2.547586
2.567013,2.581285
2.600650,2.613907
2.634338,2.648345
2.666936,2.681397
2.700310,2.712853
2.737364,2.750230
2.767276,2.781020
2.800875,2.815076
2.834224,2.847094
2.867121,2.880728
2.900565,2.914393
2.934177,2.947650
2.966888,2.979958
3.000772,3.014636
3.034163,3.047092
3.067179,3.081028
3.100909,3.114043
3.133947,3.147815
3.166985,3.181346
3.200934,3.214852
3.234175,3.245499
3.267251,3.280450
3.300984,3.315195
3.333905,3.347401
3.366935,3.381083
3.400957,3.412573
3.434539,3.448270
3.466933,3.479349
3.500937,3.514554
3.533941,3.545553
3.567070,3.581632
3.601175,3.612332
3.633982,3.648250
3.667556,3.680946
3.700948,3.712715
3.734266,3.748093
3.766941,3.777965
3.800465,3.815271
3.833972,3.848592
3.866898,3.877810
3.900998,3.913995
3.933897,3.943617
3.966986,3.981494
4.000927,4.012774
4.034021,4.049187
4.067017,4.079953
4.100974,4.115333
4.133847,4.146828
4.166999,4.182449
4.201204,4.212644
4.234463,4.248382
4.267301,4.281735
4.301051,4.315062
4.334465,4.348784
4.367004,4.381344
4.401039,4.415998
4.434270,4.448639
4.467726,4.482358
4.500828,4.515782
4.534087,4.549441
4.567013,4.581407
4.600996,4.615673
4.634066,4.649302
4.667069,4.682095
4.700576,4.716010
4.733644,4.749115
4.767892,4.782460
4.801028,4.814004
4.833958,4.848365
4.867348,4.882225
4.900941,4.915256
4.934062,4.948966
4.967099,4.982337
5.001175,5.014058
5.034101,5.048479
5.066972,5.081698
5.101909,5.115421
5.133962,5.148907
5.167274,5.183483
5.201080,5.215231
5.234156,5.248922
5.267045,5.282778
5.300970,5.316266
5.334093,5.349805
5.367766,5.382146
5.400948,5.416289
5.434050,5.449187
5.467811,5.482103
5.501085,5.516206
5.533986,5.549643
5.567657,5.582949
5.600976,5.615684
5.633962,5.649967
5.667059,5.683253
5.700356,5.716981
5.733994,5.749844
5.766914,5.782457
5.801113,5.815805
5.834002,5.849988
5.866966,5.882612
5.900946,5.916335
5.933918,5.949157
5.966922,5.983217
6.000425,6.017003
6.034186,6.049761
6.067268,6.083404
6.100246,6.116782
6.133986,6.149312
6.167685,6.182654
6.200641,6.216901
6.234545,6.250540
6.268001,6.283905
6.300944,6.316941
6.334752,6.350263
6.366903,6.383089
6.401214,6.416201
6.434251,6.450575
6.467917,6.483075
6.501162,6.514599
6.533865,6.549561
6.567148,6.581107
6.600812,6.616401
6.634487,6.648255
6.667912,6.683077
6.700826,6.716766
6.733944,6.751501
6.767015,6.781971
6.800329,6.817705
6.833960,6.848586
6.867011,6.883615
6.900551,6.913227
6.933898,6.951128
6.967894,6.980117
7.001130,7.018089
7.034089,7.046875
7.067034,7.084180
7.100883,7.114731
7.133624,7.151169
7.167344,7.182312
7.200807,7.217559
7.233957,7.250778
7.266979,7.279744
7.301035,7.317828
7.333830,7.346529
7.366970,7.385168
7.400244,7.414594
7.433999,7.450787
7.467919,7.481457
7.501008,7.518148
7.534029,7.551486
7.567475,7.582927
7.601021,7.617732
7.634307,7.651393
7.666987,7.684442
7.700227,7.718259
7.734040,7.751303
7.767852,7.784359
7.801033,7.818332
7.834780,7.852154
7.867502,7.884911
7.900308,7.918541
7.933580,7.951589
7.967067,7.984807
8.000467,8.018586
8.034178,8.052226
8.067100,8.082848
8.101044,8.118608
8.134164,8.152228
8.167140,8.185740
8.200330,8.218475
8.234298,8.252430
8.267149,8.283234
8.300294,8.318356
8.334043,8.351476
8.367172,8.384522
8.400907,8.418197
8.434264,8.452088
8.467854,8.485834
8.501122,8.518628
8.534143,8.552132
8.567015,8.584673
8.600251,8.619688
8.634356,8.651691
8.666860,8.685450
8.700370,8.718896
8.733673,8.752547
8.767406,8.785627
8.801137,8.819285
8.834072,8.851973
8.866936,8.886027
8.901004,8.918298
8.933934,8.951917
8.967543,8.985122
9.000454,9.018523
9.033888,9.052728
9.066966,9.085346
9.100963,9.118814
9.133969,9.152683
9.166934,9.186105
9.200962,9.219689
9.233944,9.252746
9.266893,9.286176
9.300423,9.319688
9.334300,9.353009
9.367695,9.385633
9.400471,9.420043
9.434687,9.452752
9.467042,9.486320
9.500902,9.519282
9.534448,9.552876
9.567037,9.586080
9.600908,9.619920
9.634029,9.652492
9.667835,9.686511
9.701120,9.718031
9.734243,9.753278
9.766983,9.786666
9.800994,9.819155
9.833940,9.853271
9.867213,9.885993
9.900937,9.919560
9.933963,9.953328
9.966996,9.984678
